smiles,model_name,mol_idx,descriptor:MW,descriptor:nHeavyAtom,descriptor:TopoPSA,descriptor:SLogP,descriptor:nRot,descriptor:nRing
COCCNC(C(C(C)C)NC(=O)c1nn2ccccc2n1)=O,MOSES sample,5689,319.365,23,97.62,0.2463,7,2
Cc1ccc(OCC(=O)N2CCOCC2CC(C)C)cc1,MOSES sample,5690,291.391,21,38.77,2.64732,5,2
C(C)(=O)c1ccccc1NC(=O)C(OC(c1nccnc1)=O)C,MOSES sample,5691,313.313,23,98.25,1.8632,5,2
CNC(=O)c1ccccc1OS(c1ccc(cc1)OC)(=O)=O,MOSES sample,5692,321.354,22,81.7,1.8225,5,2
O=C(NC(C1CC1)C1CC1)c1ccc(Cl)cc1,MOSES sample,5693,249.741,17,29.1,3.2584,4,3
Cc1cc(C)n(CC(=O)Nc2ccccc2N2CCCCCC2)n1,MOSES sample,5694,326.444,24,50.16,3.51904,4,3
C(CN(C(=O)Nc1ccc(cc1)C(C)=O)CC1CCCO1)CC,MOSES sample,5695,318.417,23,58.64,3.7022,7,2
O=C(c1ccc(=O)[nH]c1)N1CC=C(c2ccccc2Cl)CC1,MOSES sample,5696,314.772,22,53.17,2.9578,2,3
O=C(Nc1ccc(Br)cn1)c1ccc(F)cc1F,MOSES sample,5697,313.101,18,41.99,3.3746,2,2
COc1ccc(Cl)cc1N(C)C(=O)Cn1nc(C)ccc1=O,MOSES sample,5698,321.764,22,64.43,1.87672,4,2
C1C(N(C(=O)Nc2ccc(c(F)c2)OC(F)F)C)C1,MOSES sample,5699,274.242,19,41.57,3.0532,4,2
C(c1ccco1)(C1CCCCC1)NC(=O)c1cnc(C)cc1,MOSES sample,5700,298.386,22,55.13,4.03442,4,3
c1ccsc1-c1nc2n(nc(s2)CC)c1CO,MOSES sample,5701,265.363,17,50.42,2.574,3,3
c1(-c2ccccc2)nnc(C(=O)NCc2ccco2)o1,MOSES sample,5702,269.26,20,81.16,2.2596,4,3
CCCC(=O)N1CCC(C(=O)NCCCn2nc(C)cc2C)CC1,MOSES sample,5703,334.464,24,67.23,2.04494,7,2
COc1cccc(-c2ccc(C(=O)N(C)CC3CC3)c(=O)[nH]2)c1,MOSES sample,5704,312.369,23,62.4,2.5325,5,3
Cc1nc2c(c(=O)n1C)CCN(S(=O)(=O)c1cc(F)cc(F)c1)C2,MOSES sample,5705,355.366,24,72.27,1.11392,2,3
S(C(C(Nc1cc(NC(C)=O)ccc1)=O)C)(=O)(=O)c1ccccc1,MOSES sample,5706,346.408,24,92.34,2.4459,5,2
C(NCC(C)C)(COc1ccc(C(=O)NC2CC2)cc1)=O,MOSES sample,5707,290.363,21,67.43,1.7298,7,2
c1ccnc(N)c1Cn1c(nc2cccc(F)c21)CO,MOSES sample,5708,272.283,20,76.96,1.6932,3,3
c1c(cc(C)c(c1)OCCCC(Nc1sc(cn1)C)=O)C,MOSES sample,5709,304.415,21,51.22,3.86606,6,2
N(C1c2cc(cc(c2OCC1)C)C(O)C)C(=O)CC,MOSES sample,5710,263.337,19,58.56,2.39812,3,2
n1c(Nc2nc3c(cccc3)c([nH]2)=O)nc(cc1CC)C,MOSES sample,5711,281.319,21,83.56,2.32752,3,3
C1N(CC(C(=O)N)OC1)Cc1nc2c(cccc2F)[nH]1,MOSES sample,5712,278.287,20,84.24,0.3881,3,3
c1(CNC(=O)C2CN(C(=O)OCC)CCC2)ccncc1,MOSES sample,5713,291.351,21,71.53,1.5663,4,2
Cc1ccnc(NC(=O)C2CCN(c3cc(F)cc(F)c3)C2=O)c1,MOSES sample,5714,331.322,24,62.3,2.65982,3,3
c1cc(C(=O)N(CC)C2CC2)ccc1NC(=O)NCC1CCOC1,MOSES sample,5715,331.416,24,70.67,2.4691,6,3
C(=O)(NCC1CN(C1)C(=O)OC(C)(C)C)OC(C)(C)C,MOSES sample,5716,286.372,20,67.87,2.378,2,1
c1(C)ccccc1NC(=O)CCn1ncc(c1)Br,MOSES sample,5717,308.179,18,46.92,2.98282,4,2
c1nccc(c1)CNC(C(CC)CC1CCCCC1)=O,MOSES sample,5718,274.408,20,41.99,3.6944,6,2
c1c2sc(nc2ccc1)NCC1CN(CCO1)C,MOSES sample,5719,263.366,18,37.39,2.0388,3,3
c1(cccc(OC)c1F)C(NCc1nccc(N2CCOCC2)n1)=O,MOSES sample,5720,346.362,25,76.58,1.3909,5,3
N(c1cc(C#N)c(F)cc1)CC(=O)N(C)Cc1ccccc1,MOSES sample,5721,297.333,22,56.13,2.76788,5,2
c1c2c(cccc2)c(C(OCc2onc(n2)C)=O)cc1,MOSES sample,5722,268.272,20,65.22,2.88822,3,3
CCC(C)NC(=O)CCc1ncS(=O)(=O)N2CCCCC2,MOSES sample,5723,,,,,,
CN(c1cn(C(N(C)c2ccccc2)=O)c(=O)cc1)C,MOSES sample,5724,271.32,20,45.55,2.0188,2,2
CC(C)(C(=O)Nc1ccccc1)n1nnc2ccccc2c1=O,MOSES sample,5725,308.341,23,76.88,2.1653,3,3
c1(cc(OCC)c(cc1)C)NC(=O)c1c(ncs1)C1CC1,MOSES sample,5726,302.399,21,51.22,3.97992,5,3
Cc1cc(C)cc(NC(=O)COC(=O)Cc2c(C)noc2C)c1,MOSES sample,5727,316.357,23,81.43,2.63268,5,2
NC(c1c(OC)cc(s1)-c1c(C)cccc1)=O,MOSES sample,5728,247.319,17,52.32,2.83102,3,2
c1(c(cc(cc1)C1NCCc2c(O)ccc(F)c21)O)Cl,MOSES sample,5729,293.725,20,52.49,3.1254,1,3
CC(NC(=O)Cc1ccc(Br)cc1)c1ccco1,MOSES sample,5730,308.175,18,42.24,3.462,4,2
CC(=O)N1CCC(C(NC2C(Oc3c2cc(C)cc3C)C)=O)CC1,MOSES sample,5731,330.428,24,58.64,2.50014,2,3
C#CCOc1ccc(CN(C)C(=O)c2cnn(CC)c2)cc1,MOSES sample,5732,297.358,22,47.36,2.1872,6,2
O=C(Cc1ccc(F)cc1F)Nc1ccc(F)cc1OCC1CC1,MOSES sample,5733,335.325,24,38.33,4.0739,6,3
c1c(OC)c(ccc1C(N(C(=O)CNC(=O)NC)C)C)OC,MOSES sample,5734,309.366,22,79.9,1.1522,6,1
Cc1cnn(CC2CCCCN2Cc2nnc(C3CC3)o2)c1,MOSES sample,5735,301.394,22,59.98,2.50662,5,4
c1(NC(=O)CCOC(C)C)ccc(cc1OC)N,MOSES sample,5736,252.314,18,73.58,2.031,6,1
n1(C)cncc1COC(c1cc(OC2CCC2)ncc1)=O,MOSES sample,5737,287.319,21,66.24,2.1034,5,3
O=S(=O)(CCN1CCCn2ncnc21)c1ccccc1,MOSES sample,5738,292.364,20,68.09,0.9621,4,3
Cc1nn(C)c(C)c1CNC(=O)c1c(F)cccc1F,MOSES sample,5739,279.29,20,46.92,2.24514,3,2
s1cccc1CC(=O)N1CC(Nc2c1c(ccc2)C)=O,MOSES sample,5740,286.356,20,49.41,2.58432,2,3
N(c1ccc(-c2nc3c(scc3)c([nH]2)=O)cc1)C(C)=O,MOSES sample,5741,285.328,20,74.85,2.61,2,3
C(Nc1ccc(OC(F)(F)F)cc1)(CSc1nc(C)n[nH]1)=O,MOSES sample,5742,332.307,22,79.9,2.74252,5,2
c1cc(C(NCC(=O)OCC(Nc2ccc(C)cc2)=O)=O)c(F)cc1,MOSES sample,5743,344.342,25,84.5,2.04582,6,2
n1cc(C(C)NS(c2ccc(OCC)cc2)(=O)=O)ccc1,MOSES sample,5744,306.387,21,68.29,2.5198,6,2
c1(C(=O)Nc2cc(ccn2)OC)ccn(C2CCCC2)n1,MOSES sample,5745,286.335,21,69.04,2.6541,4,3
N(c1nnc(SCCCC#N)s1)C(C1CCC1)=O,MOSES sample,5746,282.394,18,78.67,2.67258,6,2
CCOc1cc(cnc1N(CC(=O)N)C(C)C)Br,MOSES sample,5747,316.199,18,68.45,1.9429,6,1
c1cccc(c1)-c1nc(on1)C(NC(C(OCC)=O)C)=O,MOSES sample,5748,289.291,21,94.32,1.418,5,2
O1CCN(c2ncc3CC(OCc3n2)(C)C)CC1,MOSES sample,5749,249.314,18,47.48,1.1645,1,3
c1(NC(c2nc3c(c(=O)n(C)c(=O)n3C)cc2)=O)c(F)cccc1,MOSES sample,5750,328.303,24,85.99,1.0236,2,3
C(Cn1c(c2scc(-c3ccccc3C)c2nc1)=O)#N,MOSES sample,5751,281.34,20,58.68,2.957,2,3
C1Oc2cc(C(O)CNC(c3cccnc3)=O)ccc2O1,MOSES sample,5752,286.287,21,80.68,1.2737,4,3
c1n(nc(C)c1)CC(NCCCC(=O)N1CC2C(C1)C=CC2)=O,MOSES sample,5753,316.405,23,67.23,1.12242,6,3
C(=O)(Nc1cccc(c1)Cn1ccnc1C(C)C)NCCCO,MOSES sample,5754,316.405,23,79.18,2.5587,7,2
c1(c(oc(c1)-c1ccc(cc1)OC)C)C(=O)OC(C(=O)N)C,MOSES sample,5755,303.314,22,91.76,2.29422,5,2
c1cc(CNC(c2c(c(ns2)C(NC)=O)N)=O)oc1,MOSES sample,5756,280.309,19,110.25,0.6079,4,2
c1(cc(F)cc(NCC(N2CC(CCC2)C)=O)c1)F,MOSES sample,5757,268.307,19,32.34,2.6352,3,2
N#CCCN1CCN(S(=O)(=O)c2ccccc2Cl)CC1,MOSES sample,5758,313.81,20,64.41,1.55998,4,2
c1c(cn(Cc2ccccc2)n1)C(N1CC(OCC1)CCC)=O,MOSES sample,5759,313.401,23,47.36,2.5725,5,3
c1cc(ccc1OCC)OC(Cc1c(=O)[nH]c(C)nc1C)=O,MOSES sample,5760,302.33,22,81.28,1.93354,5,2
c1cccc2c1C(NC(COCc1onc(n1)C)=O)C(C)C2,MOSES sample,5761,301.346,22,77.25,1.94432,5,3
C1N(CC(OC1)c1nc(C(C)C)on1)C(C1CC(=O)N(CC)C1)=O,MOSES sample,5762,336.392,24,88.77,0.9613,4,3
C(NC(=O)c1ccccc1OC)CNC(=O)Cc1c(C)onc1C,MOSES sample,5763,331.372,24,93.46,1.38874,7,2
CCC(C)NC(=O)c1cccc(C(=O)NC(C)(C)C)c1,MOSES sample,5764,276.38,20,58.2,2.7432,4,1
c1cc(ccc1F)C(C)OC(CCNC(C(C)(C)C)=O)=O,MOSES sample,5765,295.354,21,55.4,2.9823,5,1
c1(c(C(=O)OC)ccc(c1)-c1cc(c(c(c1)OC)OC)OCC)N,MOSES sample,5766,331.368,24,80.01,3.1383,6,2
O=C1NCCCc2nc(-c3ccc(-c4ccco4)cc3)sc21,MOSES sample,5767,310.378,22,55.13,3.7461,2,4
CC(c1ccccn1)N(C)C(=O)C1COc2ccc(F)cc2C1,MOSES sample,5768,314.36,23,42.43,2.9914,3,3
N(c1ncccc1C#N)CC1(c2ccccc2)CCOCC1,MOSES sample,5769,293.37,22,57.94,3.11358,4,3
c1cc(OC)ncc1N(C)C(c1cc(C(F)(F)F)cc(c1)F)=O,MOSES sample,5770,328.265,23,42.43,3.5247,3,2
c1cc(ccc1-c1cc(C(=O)NCCCN2CCOCC2)n[nH]1)Cl,MOSES sample,5771,348.834,24,70.25,2.1822,6,3
CCc1nsc(N2CCCN(Cc3c[nH]nc3C)CC2)n1,MOSES sample,5772,306.439,21,60.94,1.84432,4,3
C(#N)C(NCC(F)(F)F)c1ccc(Cl)cc1,MOSES sample,5773,248.635,16,35.82,3.05658,3,1
n1ccc(cc1)NC(=O)NCCCC1C(O)CCCC1,MOSES sample,5774,277.368,20,74.25,2.5344,5,2
c1(NC(=O)c2ccc(cc2)CN2CC(OC(C)C2)C)ccc(nc1)OC,MOSES sample,5775,355.438,26,63.69,2.9517,5,3
C1N(C(=O)CCCc2ccc(Cl)cc2)CCOC1,MOSES sample,5776,267.756,18,29.54,2.5215,4,2
C(C)(=O)c1ccc(NC(=O)CSc2ccncc2)cc1,MOSES sample,5777,286.356,20,59.06,3.015,5,2
Cc1cc(CN(C)CC(O)c2ccc(F)cc2F)no1,MOSES sample,5778,282.29,20,49.5,2.42662,5,2
CC(C(=O)NCC=C)N1c2c(cc3c(c2)CCC(N3)=O)OC(C)(C1)C,MOSES sample,5779,343.427,25,70.67,2.2394,4,3
c1c(CNC(=O)CCc2nc(C)no2)cc(c(OC(C)C)n1)Cl,MOSES sample,5780,338.795,23,90.14,2.46262,7,2
C1CC1N(C(c1c(sc(C)n1)C)=O)Cc1cc(F)ccc1,MOSES sample,5781,304.39,21,33.2,3.70384,4,3
Cc1cc(CN(C)C(=O)NCCN(C)c2ccccc2)no1,MOSES sample,5782,302.378,22,61.61,2.26082,6,2
c1cccc(c1C(=O)N1CCC(Oc2ccc(F)cc2)CC1)F,MOSES sample,5783,317.335,23,29.54,3.6484,3,3
COc1ccc(NC(=O)C(C)Oc2ccccc2N)cc1,MOSES sample,5784,286.331,21,73.58,2.6834,5,2
n1cn(cc1)-c1ncnc(c1N)Oc1ccccc1OC,MOSES sample,5785,283.291,21,88.08,2.0454,4,3
CC(C)C(C)N(C(=O)CCn1cncn1)C1CC1,MOSES sample,5786,250.346,18,51.02,1.7037,6,2
c1(ccc(C)o1)CN(C)C(CSc1ccc(cc1)O)=O,MOSES sample,5787,291.372,20,53.68,3.04432,5,2
C(CNc1cc(NC(OC)=O)ccc1)(NCc1ccc(C)cc1)=O,MOSES sample,5788,327.384,24,79.46,2.90162,6,2
C1(CC1)C(N1CCN(CC1)c1ccc(F)cc1)=O,MOSES sample,5789,248.301,18,23.55,1.8843,2,3
CCCCNC(Nc1cccc(c1)NC(CC)=O)=O,MOSES sample,5790,263.341,19,70.23,2.9567,6,1
c12cc3CCCc3cc2cc(C(=O)Nc2ccc(cc2)F)c(=O)o1,MOSES sample,5791,323.323,24,59.31,3.6731,2,4
Nc1cc(Cl)ccc1C(=O)Nc1ccc2c(c1)CCC2,MOSES sample,5792,286.762,20,55.12,3.6632,2,3
COc1ccccc1CC(=O)Nc1ccccc1C(=O)N1CCCC1,MOSES sample,5793,338.407,25,58.64,3.1124,5,3
CCN(c1ccc(C(=O)NCC2CN3CCCCC3CO2)cc1)CC,MOSES sample,5794,345.487,25,44.81,2.5159,6,3
COc1cc(-c2noc(-c3ccoc3C)n2)ccn1,MOSES sample,5795,257.249,19,74.18,2.70862,3,3
CC(NC(=O)c1ccccc1)C(=O)N1CCN(C(C)(C)C)CC1,MOSES sample,5796,317.433,23,52.65,1.7476,3,2
c1cc2c(c(CC(=O)Nc3ccc(c(c3)C)C(C)=O)c[nH]2)cc1F,MOSES sample,5797,324.355,24,61.96,3.99922,4,3
c1cccc2cc(C(=O)NCC(NCCC(C)C)=O)oc(c21)=O,MOSES sample,5798,316.357,23,88.41,1.6851,6,2
Cc1ccccc1C(=O)NC(C)c1nc2ccccc2n1C,MOSES sample,5799,293.37,22,46.92,3.37272,3,3
CCOC(=O)C(C)NC(=O)C1(C)Cc2ccccc2C(=O)O1,MOSES sample,5800,305.33,22,81.7,1.226,4,2
n1c(sc(NC(NC(C)c2cnn(c2C)C)=O)n1)CC(C)C,MOSES sample,5801,322.438,22,84.73,2.66122,5,2
Cc1cccc(C(=O)N2CCCC(C(=O)Nc3ccccn3)C2)n1,MOSES sample,5802,324.384,24,75.19,2.27592,3,3
C1Oc2cc(NC(=O)Cc3noc(n3)CCCC)ccc2O1,MOSES sample,5803,303.318,22,86.48,2.3221,6,3
N1(c2cccc(c2)NC(NCc2ccc(C)cc2)=O)CCCC1=O,MOSES sample,5804,323.396,24,61.44,3.44352,4,3
CC(C)(C)NC(=O)CN(c1cccc(c1)Cl)S(=O)(C)=O,MOSES sample,5805,318.826,20,66.48,2.0207,4,1
n1c(sc(n1)NC(=O)c1c(cc(Cl)cc1)Cl)COC,MOSES sample,5806,318.185,19,64.11,3.2436,4,2
CS(=O)(=O)NC1CCN(C(=O)C2CCCOC2)C1,MOSES sample,5807,276.358,18,75.71,-0.4369,3,2
Brc1c(ccc(C(=O)NC)c1)OC(C)C(=O)N(C)C,MOSES sample,5808,329.194,19,58.64,1.6642,4,1
c1(occc1)C(=O)N1CC(C(N(CCCC)CC)=O)CCC1C,MOSES sample,5809,320.433,23,53.76,3.1689,6,2
c1cc2C(OCCc2cc1)CC(Nc1ccccc1-n1cnnn1)=O,MOSES sample,5810,335.367,25,81.93,2.3049,4,4
O=S(NCc1ccc2c(c1)CCC2)(c1cnccc1)=O,MOSES sample,5811,288.372,20,59.06,2.0488,4,3
C(NC(Nc1cc(OC)ccc1F)=O)C(=O)OCc1ccccc1,MOSES sample,5812,332.331,24,76.66,2.6992,6,2
COCc1cc(N(C)Cc2cnn(C)c2)ncn1,MOSES sample,5813,247.302,18,56.07,0.9929,5,2
CC(C)(C)NC(=O)CN(S(=O)(=O)C)c1ccc2OCCOc2c1,MOSES sample,5814,342.417,23,84.94,1.1385,4,2
c1c(cc(cc1)C)-n1nc(-c2ccc(F)cc2)c(c1)CO,MOSES sample,5815,282.318,21,38.05,3.47912,3,3
CC(=O)Nc1cccc(C(=O)N(C)C2(C#N)CCC2)c1,MOSES sample,5816,271.32,20,73.2,2.16328,3,2
Brc1cccc(Cc2nccn2CC#N)c1,MOSES sample,5817,276.137,16,41.61,2.75998,3,2
O=C(N)c1c(N)n(C)nc1S(=O)(c1ccc(cc1)C)=O,MOSES sample,5818,294.336,20,121.07,0.24242,3,2
c1([nH]c(cc1C(=O)CSc1oc(nn1)CC)C)C,MOSES sample,5819,265.338,18,71.78,2.55194,5,2
Cc1nccc(CNc2ccc(Cl)cc2C(O)C)n1,MOSES sample,5820,277.755,19,58.04,3.10382,4,2
n1c(Nc2cnccc2)nc(cc1C1CN(C(=O)CO)CC1)CC,MOSES sample,5821,327.388,24,91.24,1.4858,5,3
c1(C(N)=O)cccc(c1)CNC(=O)c1cc(ccc1)Cl,MOSES sample,5822,288.734,20,72.19,2.3689,4,2
N(Cc1cc(ccc1)OC)C(=O)C1CCN(CC1)C(C(C)(C)C)=O,MOSES sample,5823,332.444,24,58.64,2.5961,4,2
c1(ccc2c(OCCO2)c1)NC(=O)c1cc(cc(F)c1)F,MOSES sample,5824,291.253,21,47.56,2.9883,2,3
C(CNc1ncccn1)CN(C)c1oc2c(n1)cccc2,MOSES sample,5825,283.335,21,67.08,2.5562,6,3
N1(CCN(C(N(CC)CC)=O)CC1)c1ccccc1,MOSES sample,5826,261.369,19,26.79,2.2704,3,2
C1N(CCN(C1)S(=O)(C)=O)c1ncnc(c1N)NC(C)CC,MOSES sample,5827,328.442,22,104.45,0.3508,5,2
Cc1cc(C)c(CNC(=O)c2c[nH]nc2-c2ccccc2)c(=O)[nH]1,MOSES sample,5828,322.368,24,90.64,2.31184,4,3
n1nnc2ccc(N3CCN(c4ncccn4)CC3)nn12,MOSES sample,5829,283.299,21,88.23,-0.3641,2,4
Fc1ccc2CN(C(=O)Nc3ccc(CC(N(C)C)=O)cc3)CCc2c1,MOSES sample,5830,355.413,26,52.65,3.0466,3,3
Cc1c(NCC(=O)Nc2ccc(CC#N)cc2)cccc1-n1cnnn1,MOSES sample,5831,347.382,26,108.52,2.0874,6,3
N1(c2c(cc(cc2)N)OC(C1=O)C)CC(N(CC)CC)=O,MOSES sample,5832,291.351,21,75.87,1.2511,4,2
Fc1cccc(-c2ncc(CNc3ncc(F)cn3)cn2)c1F,MOSES sample,5833,317.274,23,63.59,2.963,4,3
C(c1cc(ccc1)NC(Cc1ccc(c(c1)OC)C)=O)O,MOSES sample,5834,285.343,21,58.56,2.67712,5,2
c1cc(c(cc1CC(=O)N(Cc1cccnc1)CCC#N)Cl)OC,MOSES sample,5835,343.814,24,66.22,3.22858,7,2
Cc1ccc(CNC(=O)NCC(=O)N2CCC(C)CC2)cc1,MOSES sample,5836,303.406,22,61.44,2.05272,4,2
c1(cccc(COc2cc(ccc2)N)c1)S(=O)(=O)N(C)C,MOSES sample,5837,306.387,21,72.63,2.0981,5,2
N(c1cccc(OCCCC#N)c1)C(=O)c1c[nH]c(cc1)=O,MOSES sample,5838,297.314,22,94.98,2.30978,6,2
C1CCCc2c1onc2C(=O)NCc1cnn(-c2ccccc2)c1,MOSES sample,5839,322.368,24,72.95,2.6691,4,4
CC(C)(C)OC(=O)N(CCNC(=O)NC1CCCC1)C1CC1,MOSES sample,5840,311.426,22,70.67,2.6277,5,2
c1c2nc([nH]c(c2cc(C(=O)NC(C2CC2)(C)C)c1)=O)C1CCC1,MOSES sample,5841,325.412,24,74.85,3.109,4,4
c1(-c2cc3c([nH]2)cccc3)n[nH]c(COc2c(cccc2)OC)n1,MOSES sample,5842,320.352,24,75.82,3.5406,5,4
COC(C)(C)c1noc(-c2cccc(OCC(N)=O)c2)n1,MOSES sample,5843,291.307,21,100.47,1.4822,6,2
c1(C)c(nc2c(c(C)nn2C)c1C(=O)OCCC)C,MOSES sample,5844,261.325,19,57.01,2.46036,3,2
c1cc(C2(C(=O)N3CCC(c4nncn4CC)CC3)CCC2)ccc1,MOSES sample,5845,338.455,25,51.02,3.1259,4,4
CCCCC(=O)Nn1c(CCC)nc2ccccc2c1=O,MOSES sample,5846,287.363,21,63.99,2.6093,6,2
C(F)(F)(c1oc(COc2c(OC)cc(cc2)C#N)nn1)F,MOSES sample,5847,299.208,21,81.17,2.54768,4,2
c1(C)cc(c2c(n(nc2)CCC(NCCc2cnccc2)=O)n1)C,MOSES sample,5848,323.4,24,72.7,2.19214,6,3
N1(CCN(C(C(=O)N)C)CC1)CC(O)COCC,MOSES sample,5849,259.35,18,79.03,-1.1248,7,1
c1c(cncc1)NC(Nc1cc(ccc1)COC(C)C)=O,MOSES sample,5850,285.347,21,63.25,3.6506,5,2
c1c(NC(C(OCC)CC)=O)cc(-n2cnnn2)cc1,MOSES sample,5851,275.312,20,81.93,1.4159,6,2
C1C2(O)CC3CC1CC(C(=O)Nc1ccc(cc1)Cc1nc[nH]n1)(C3)C2,MOSES sample,5852,352.438,26,90.9,2.6653,4,6
c1ccc(CN2CCN(CC2)c2cc(OC)nc(n2)N)c(c1)OC,MOSES sample,5853,329.404,24,76.74,1.3982,5,3
c1(C)ccc(-n2c(NC(=O)c3cc(C)on3)cc(n2)C)cc1,MOSES sample,5854,296.33,22,72.95,3.03786,3,3
C1C2(OCC1OCC)CCCN(C2)C(C1COCC1)=O,MOSES sample,5855,283.368,20,48,1.2095,3,3
CC(CCOCCNC(Nc1nnc(C)s1)=O)C,MOSES sample,5856,272.374,18,76.14,2.03072,7,1
n1n(cc(C(=O)NCCCOC(C)c2ccccc2)n1)C,MOSES sample,5857,288.351,21,69.04,1.7128,7,2
c1ccsc1CCNC(c1c(=O)[nH]c2CCCc2c1)=O,MOSES sample,5858,288.372,20,61.96,1.8976,4,3
s1c2c(c(Br)ccc2N)c(n1)C(=O)N,MOSES sample,5859,272.127,14,82,1.7399,1,2
CCN(CC)C(=O)C1CCN(C(=O)C2(C#N)CCCC2)CC1,MOSES sample,5860,305.422,22,64.41,2.17738,4,2
[nH]1c(C(N)=O)cc(C(OC(Cn2ncc(c2)C)C)=O)n1,MOSES sample,5861,277.284,20,115.89,0.25902,5,2
c1(C(=O)N2CCC3(C2)CC(N(C3)c2cnccc2)=O)cnccn1,MOSES sample,5862,323.356,24,79.29,1.1408,2,4
n1(c(SC(C)C(Nc2ccc(C#N)cc2)=O)nnc1N)C(C)C,MOSES sample,5863,330.417,23,109.62,2.43218,5,2
C1CN(Cc2cc(=O)n3c(sc(c3)C)n2)CCO1,MOSES sample,5864,265.338,18,46.84,0.89662,2,3
COC(=O)CCNC(=O)c1cc(S(=O)(=O)N(C)C)ccc1F,MOSES sample,5865,332.353,22,92.78,0.3689,6,1
C(Oc1cccnc1)C1Cn2nccc2CN(Cc2cnccc2)C1,MOSES sample,5866,335.411,25,56.07,2.3841,5,4
O=S(N1CCC(CC1)Oc1ccccc1)(=O)CCC,MOSES sample,5867,283.393,19,46.61,2.2696,5,2
Cc1noc(C)c1CSc1n(nnn1)-c1ccc(OC)cc1,MOSES sample,5868,317.374,22,78.86,2.56804,5,3
O=C(NC1COCCC1)c1cnc(N(C)C)nc1N,MOSES sample,5869,265.317,19,93.37,0.0336,3,2
C(NC(N1Cc2c(cc(cc2)F)CC1)=O)c1cc(ccc1)C(NC)=O,MOSES sample,5870,341.386,25,61.44,2.4532,3,3
C1(Cc2ccc(OC)cc2)CN(C(=O)CNC(C)=O)CCC1,MOSES sample,5871,304.39,22,58.64,1.6124,5,2
c1c(OC)ccc(c1)C(C(Sc1nc2ccsc2c(=O)[nH]1)(C)C)=O,MOSES sample,5872,360.46,24,72.05,3.7468,5,3
c1c(NC(CSc2oc3ccccc3n2)=O)ccc(NC(C)=O)c1,MOSES sample,5873,341.392,24,84.23,3.517,5,3
C(Cc1cc(C)ccc1)C(N1CCCc2c1cccc2C(=O)N)=O,MOSES sample,5874,322.408,24,63.4,3.00592,4,3
C(COc1ccc(cc1)C#N)Sc1nnc(n1CC)-c1occc1,MOSES sample,5875,340.408,24,76.87,3.60078,7,3
n1cccnc1N1CCN(CC(=O)c2cc3OCCOc3cc2)CC1,MOSES sample,5876,340.383,25,67.79,1.2527,4,4
s1c(C2CCCCN2C(Cc2cccs2)=O)nc(C)c1,MOSES sample,5877,306.456,20,33.2,3.80932,3,3
COc1cccc(C(C#N)NCc2cccc(OC)c2)c1,MOSES sample,5878,282.343,21,54.28,3.05828,6,2
c12n([nH]c(=O)c1cc(cn2)C(=O)Oc1c(C)cc(Cl)cc1)C,MOSES sample,5879,317.732,22,76.98,2.44262,2,3
N1(CCC(C(=O)N2CCCC2)CC1)C(=O)NCc1ccco1,MOSES sample,5880,305.378,22,65.79,1.8236,3,3
NC(=O)c1ccc(C2CN(C(=O)c3cc[nH]n3)CCO2)nc1,MOSES sample,5881,301.306,22,114.2,0.1173,3,3
COCCn1c(C)cc(C(=O)CN2CCOC(C(F)(F)F)C2)c1C,MOSES sample,5882,348.365,24,43.7,2.19714,6,2
C(Nc1cccc(C(NC2CC2)=O)c1)(=O)CCc1c[nH]c2c1cccc2,MOSES sample,5883,347.418,26,73.99,3.6314,6,4
CCOC(=O)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1,MOSES sample,5884,312.391,21,75.71,2.4296,4,2
[nH]1c(NS(=O)(=O)c2cnc3n(C)nc(C)c3c2)cc(C)n1,MOSES sample,5885,306.351,21,105.56,1.10904,3,3
c1(O)cc(NC(=O)CNS(=O)(CCCC)=O)ccc1,MOSES sample,5886,286.353,19,95.5,1.0502,7,1
C(C)C(N(S(=O)(=O)c1ccc(C(=O)C)cc1)Cc1cn(nc1)C)C,MOSES sample,5887,349.456,24,72.27,2.6121,7,2
N(C(=O)c1ccc(NCC(O)c2cc3CCOc3cc2)nc1)(C)C,MOSES sample,5888,327.384,24,74.69,1.8638,5,3
c12c(nc(C(NCC(C)C)=O)n2C(C)(C)C)cccc1,MOSES sample,5889,273.38,20,46.92,3.1771,3,2
c1cc(ccc1)-c1ccc(n(n1)C(C)C(NCC(NCC)=O)=O)=O,MOSES sample,5890,328.372,24,93.09,0.7236,6,2
CNC(=O)c1ccc(NC(=O)COC2CCCCC2)cc1Cl,MOSES sample,5891,324.808,22,67.43,2.9874,5,2
N(C(c1ccc(c(c1)OC)OC)=O)CCNC(C1CC1C)=O,MOSES sample,5892,306.362,22,76.66,1.2058,7,2
Nc1oc(-c2ccncc2)cc1C(=O)c1cscn1,MOSES sample,5893,271.301,19,82.01,2.6113,3,3
Nc1nnc2n1nc(s2)CCCOc1ccc(CC)cc1,MOSES sample,5894,303.391,21,78.33,2.342,6,3
O=C(CNC(NC)=O)N1CCC(CC1)Oc1ccc(F)cc1,MOSES sample,5895,309.341,22,70.67,1.1245,4,2
c1(ccc(NC(NCCOCC(C)C)=O)cc1C(=O)N)F,MOSES sample,5896,297.33,21,93.45,1.7187,7,1
